Reforma del Estado,Combate a la Corrupción,"Seguridad, Paz y Justicia",El papel de México en el Mundo,Estado,Distrito
,Formación para todo aquel que quiera ser representante popular.,Implementar políticas públicas reales con participación ciudadana  y enfoque de seguridad humana. ,,EDOMEX,19
,"Mayor participación ciudadana en los tres niveles de gobierno,",Que los delicuentes hagan trabajo social.,,EDOMEX,19
,"Crear fiscalias ciudadanas, Cambiar el poder judicial, para reducir la corrupción y lograr la transformación.",Recuperación de espacios para fomento deportivo.,,EDOMEX,19
,Mayor participación ciudadana.,Pilares en los demás estados o espacios para el espacimiento.,,EDOMEX,19
,"Servidores públicos capacitados con perpectiva comunitaria, programas que fomenten los valores en escuelas publicas y medios de comunicación.",Usar la tecnología para combatir la inseguridad.,,EDOMEX,19
,Sancionar más fuertemente a la policia por actos de corrupción.,"Urge combatir al poder judicial, quitarle el poder a los corruptos y reformarlo.",,EDOMEX,19
,,Que se elija por votación a los ministros de justicia.,,EDOMEX,19
,,Enseñar desde la educación básica en los temas civicos.,,EDOMEX,19
,,Reforma al poder judicial para la obligatoria formación de jueces y magistrados bajo el humanismo mexicano. ,,EDOMEX,19
,,Más vigilancia en las calles. ,,EDOMEX,19
,,Que se prepare a la policia  para que en verdad proteja al ciudadano.,,EDOMEX,19
,,"Educar a los padres de familia, paternidad responsable.",,EDOMEX,19
,,Aprobación de la reforma constitucional al poder judicial para erradicar la corrupción.,,EDOMEX,19
,,Reformar a la policia.,,EDOMEX,19
,,Reforzar la seguridad y dar las sanciones correspondientes a los policia y altos mandos corruptos.,,EDOMEX,19
,,"Controles de confianza a policias, MP y jueces. ",,EDOMEX,19
,,Educar para la paz desde la primaria para un mejor futuro.,,EDOMEX,19
,,"Reforma al poder judicial, fortalecer a la guardia nacional.",,EDOMEX,19
,,"Cambios en el poder judicial, que haya jueces que sirvan al pueblo.",,EDOMEX,19
,,Correr a los policias corruptos.,,EDOMEX,19
,,Más policias en las calles y que los padres eduquen a sus hijos. ,,EDOMEX,19
,,Programas de perspectiva de género para las fiscalias y servidores públicos.,,EDOMEX,19
,,"Que las escuelas implementen asignaturas civivas, de deporte y oficios.",,EDOMEX,19
,,Cadena permetua a los delicuentes.,,EDOMEX,19
,,Los reclusorios en manos del gobierno federal.,,EDOMEX,19
,,Hay que reformar el poder judicial.,,EDOMEX,19
,,Que los jueces no se vendan porque nos niegan justicia a los inocentes. Jueces corruptos a la carcel.,,EDOMEX,19
,,Abolir el fuero. Pena de muerte para secuestradores y narcotraficantes.,,EDOMEX,19
,,"Fiscalización y seguimientos del poder judicial, equipos ciudadanos que los auditen.",,EDOMEX,19
,,Combatir la corrupción en las penitenciarias.,,EDOMEX,19
,,"Mayor participación de la ciudadania en los tres niveles de gobierno,Intrumentalización de canales de comunicación entre gobierno y gobernados. Organos fiscalizadores. Mandos ciudadanos a las fuerzas armadas y corporaciones policiacas.",,EDOMEX,19
"Que a todos estos servidores los escoja el pueblo, pero que también los pueda quitar.","Todo lo que morena haga, que sea para bien de la gente.","Más seguridad para nuestro pueblo, ya que ha visto tanta inseguridad.",Que el próximo gobernante continue trabajando como nuestro presidente y no vuelva a privatizar lo que se está recuperando.,EDOMEX,20
"La reforma debe ser integral y general en todos los ámbitos, ya que este ejercicio es limitativo , debe haber foros para todos.",Que se acabe el huachicoleo.,"Atiendan problemática a gente con discapacidad, que haya más programas dirigidos a esa población.",Cada gobierno se debe preocupar de que haya más empleos.,EDOMEX,20
Que cumplan lo que ofrecen.,Crear consciencia en los ciudadanos.,"Leyes más justas para la ciudadnia, ayudar a la gente.",Incrementar la buena comunicación internacional.,EDOMEX,20
"Mucho servidores públicos también ganan poco y no permiten laboral con apego, respeto y profesionalización.",Darle cumplimiento a la ley en la administración pública.,Fortaleza ecónomica.,Oportunidad en el ámbito laboral nacional e internacional.,EDOMEX,20
Un salario bueno para vivir con dignidad.,Fuertes políticas de castigo a quienes son corruptos. Camnpaña mediática fuerte para la ciudadania para que conozcan los trámites y no caigan con gente corrupta. Buscar opciones de la Mejora Regulatoría (menos trámires burocráticos molestos).,"Sin duda reconozco los avances, pero sin duda en seguridad todavía nos quedan a deber.",Escuchar la voz de la juventud emprendedora e incentivar las mejores propuestas.,EDOMEX,20
"Que se reduzcan los partidos políticos, de algún modo se sustentan con los impuestos del pueblo, así como el número de dipuatdos y senadores.","Profundizar en las Fiscalias, porque de ahí viene la corrupción.",Que las fiscalias y los Ministerios Públicos sean más empáticos con la gente y no tarden mucho en las averiguaciones.,Ya no invertir tanto en el petroleo y mejor voltear a ver las energías limpias.,EDOMEX,20
"Dejemos de simular austeridad, cuando los servidores públicos se están enriqueciendo.","Poner áreas de juegos, arreglar las calles, poner lámparas y desazolvar.",Que haya más seguridad en las calles.,Cda país tiene sus leyes y debe respetarlas.,EDOMEX,20
La austeridad debería ser para los corruptos.,Que termine la burocracia.,"Profesionalizar a las autoridades para atender a las victimas de violencia, en vez de pedir dinero.","Que siga el proyecto para nuestros paisanos en el extranjero, que sean respetados y no esclavizados.",EDOMEX,20
Seguir y fortalecer más nuestra política y hasta ahorita vamos bien.,Que en verdad tomen en cuenta nuestras opiniones y deje haber corrupción.,"Hacer un fortalecimiento de las instituciones que den continuidad y respuesta con responsabilidad a las investigaciones, dando solución a los ciudadanos.",Más humanidad.,EDOMEX,20
Revisar los casos de presos qe son inocentes y los dejen libres.,"Neza es muy grande en población, requerimos que se divida el territorio para poder atender la corrupción del poder administrativo.",Inhibición de puntos de venta de drogas.,Tecnología científica en nuestras escuelas.,EDOMEX,20
"Terminar con la burocracía, que salgan a darse ""baños de pueblo"".",Denunciar la corrupción.,"Que al adulto mayor se apoye, principalmente cuando los quieren despojar de sus casas.","Apoyo a nuestros estudiantes para tener mejores trabajos y menos ""fuga de cerebros"".",EDOMEX,20
"Que se aplique la austeridad pero a los servdores públicos de alto mando, porque los operativos gana muy poco.",Combatir la corrupción en la delegación y que trabajen como debe ser las alcaldías.,Mayor atención en los mandos altos.,Alianza estratégica con nuevas potencias económicas.,EDOMEX,20
Auditorias al poder judicial.,Es muy importante controlar y llevar a cabo la atención y solución a las gestiones de la unidad administrativa.,Pena de muerte a criminales y delincuentes.,Mejorar la defensa de nuestros connacionales. ,EDOMEX,20
Escuchar a los ciudadanos preparados e incentivar justamente su convicción. Crear organizaciones de participación ciudadana incentivada acorde a los resultados.,"Aplicar la ley a autoridades y representantes populares que caigan en corrupción,","Es importante que el gobierno, la sociedad civil y las comunidades trabajen juntos.","Generar empleos en tecnologías, investigación para la generación de patentes.",EDOMEX,20
Regulación total al corrupto poder judicial.,"La corrupción empezando por los oficiales que están en el ministerio público para pasar a ver a tu familiar piden dinero, o hasta para pasarles de comer.",Policias más educadas.,Intervenir para dar nuevas ideas para mejorar.,EDOMEX,20
Qie sea parcial y equitativa la ley.,Mejorar los sueldos de los servidores públicos para que no haya corrupción.,Y para lograrlo hay que fortalecer todos estos puntos y que sea permanente.,"Requerir una visa para entrar a México, bajar la migración hacia el país.",EDOMEX,20
"Que se pague lo que realmente se trabaje, ni más ni menos.","Aplicar peso de la corrupción en la delegación, porque muchos servidores públicos son corruptos, estafando a los comercios por ejemplo, vía pública.",Las tres propuestas son buenas.,"Mejorar los procesos migratorios, que muchas veces permiten entrar a delincuentes.",EDOMEX,20
"Garantizar la aplicación de la leyy fortalecer las instituciones activas, así como procurar atender las áreas de oportunidad de nuestro país.","No a la austeridad, no funciona.",Revisión de personas en calidad de calle para su integración en la sociedad.,No permitir la intervención extranjera.,EDOMEX,20
Que el sueldo de los mandos sea proporcional a su eficacia.,Certificar al personal que realiza servicio público mediante exámenes anticorrupción.,Combatir la delincuencia que ha crecido y que es solapada.,Que Estados Unidos ayude más a los migrantes de todo el mundo y no proporcione tanto dinero para las guerras.,EDOMEX,20
Gestiones y más gestiones para la ciudadania (no más corrupcipon).,Poner más atención a la población y menos corrupción porque sigue existiendo.,Mayor seguridad en zonas transcurridas de noche.,Ver más por el ciudadano.,EDOMEX,20
No ignoren las peticiones de los ciudadanos. No reduzcan los sueldos de los enfermeros.,Castigos más severos a servidores públicos corruptos.,"Fiscalizar jueces que cumplan con su deber, por encarcelar a criminales.",Considerar la política internacional de no intervención puesto que es una postura internacional.,EDOMEX,20
Que todos los diputados se pongan a trabajar.,No desaparecer al INAI.,Más policia capacitada para todo tipo de problemática.,Hacer un programa de repatriación con apoyo económico.,EDOMEX,20
"Que la gente que trabaja para ""el pueblo"" no abuse de su poder para afectar a las personas.",Que los hijos de servidores públicos no se gasten el diner del pueblo en otros paises y sin trabajar.,Que chequen los puntos de venta de drogas.,"Consumir ""lo nuestro"", en vez de importar cultura debemos exportar cultura.",EDOMEX,20
Evitar la corrupción.,"Realizar auditorias a Diputados y Senadores ya que los apoyos que les otrogan, nunca llegan a la población.","Conocer y practicar nuestro marco constitucional y legal, para ordenar a la sociedad.",Abatir la falta de trabajo en nuestro país.,EDOMEX,20
Que sigan apoyando al pueblo ya que hay mucha burocracia.,Evitar la carencia de una cosnciencia social.,"La policia es corrupta y no trabaja, nada más roban en las calles puros rateros y violencia.","Dar oportunidad a esos químicos recién egresados, no hay trabajo.",EDOMEX,20
Es imprescindible qué la reforma al sistema judicial.,Erradicar y combatir la corrupción de las mafias y sus apadrinados.,"Más oportunidades a mujeres y sobre todo a adolescentes, que muy pocas veces se les brinda oportunidad en diversos ámbitos.",Hacer participes en los cargos políticos a nuestros connacionales en el extranjero.,EDOMEX,20
"Que ya no se privaticen los recursos de México, que los programas sociales sean ya un decreto, que se legisle a favor del medio ambiente, salud, educación y seguridad.",Reforzar la ley.,Que en la unidad administrativa hagan su trabajo y no cobren por las gestiones.,Buenos abogados y políticas para defender a los connacionales.,EDOMEX,20
"Que empiecen por los del gobierno de alto nivel, que se aplique la austeridad republicana.","Empezar por las áreas de gobierno y la atención a los ciudadanos no es un favir, es su trabajo y por ello perciben un salario.",Apoyo económico a madres solteras y a todos sus hijos estudiantes.,Destinar recuros a lo que realmente lo merece.,EDOMEX,20
"Que la oportunidad de empleo sea igual para todos los profesionistas, vengan de escuelas públicas o privadas.","Evitar que los recursos, como vehículos de la administración pública se ocupen para fines personales.",Que los políticos no sean rateros y al menos cuenten con la carrera adecuada a su puesto.,Medidas de regulación de la explosión demográfica. Limitar la desmedida explosión demográfica.,EDOMEX,20
